一级分类,二级分类,品名,最低价,平均价,最高价,规格,产地,单位,发布日期
水果,桃李杏类,绿化久,1.6,2.5,3.4,,,斤,2022-08-25 00:00:00
水果,桃李杏类,14号,1.8,2.65,3.5,,,斤,2022-08-25 00:00:00
水果,桃李杏类,猕猴桃,6.0,6.75,7.5,翠香,,斤,2022-08-25 00:00:00
水果,桃李杏类,猕猴桃,4.0,4.3,4.6,徐香,,斤,2022-08-25 00:00:00
水果,桃李杏类,猕猴桃,2.3,2.5,2.7,秦美亚特,,斤,2022-08-25 00:00:00
水果,桃李杏类,李子,1.5,2.75,4.0,,,斤,2022-08-25 00:00:00
水果,桃李杏类,白杏,7.0,8.5,10.0,吊干杏,新疆,斤,2022-08-25 00:00:00
水果,桃李杏类,西梅,15.0,16.0,17.0,,新疆,斤,2022-08-25 00:00:00
水果,西瓜类,无籽小号-大号,1.8,1.9,2.0,,,斤,2022-08-25 00:00:00
水果,西瓜类,麒麟,2.3,3.65,5.0,甜蜜蜜,,斤,2022-08-25 00:00:00
水果,西瓜类,甜王,1.4,1.5,1.6,,,斤,2022-08-25 00:00:00
水果,西瓜类,硒砂瓜,1.6,1.8,2.0,,,斤,2022-08-25 00:00:00
水果,西瓜类,特小凤,2.4,2.7,3.0,,,斤,2022-08-25 00:00:00
水果,西瓜类,L600吊秧瓜,3.0,3.5,4.0,,,斤,2022-08-25 00:00:00
水果,西瓜类,金城5号,1.2,1.5,1.8,,,斤,2022-08-25 00:00:00
水果,西瓜类,蜜童,1.4,2.0,2.6,,,斤,2022-08-25 00:00:00
水果,香蕉类,国产香蕉,2.7,3.05,3.4,,,斤,2022-08-25 00:00:00
水果,香蕉类,南美、菲律宾香蕉,3.0,3.4,3.8,,,斤,2022-08-25 00:00:00
水果,香蕉类,泰国香蕉,8.6,8.65,8.7,帝王蕉,,斤,2022-08-25 00:00:00
水果,甜瓜类,哈密瓜,2.2,2.5,2.8,,,斤,2022-08-25 00:00:00
水果,甜瓜类,晓蜜25号,2.4,2.5,2.6,,,斤,2022-08-25 00:00:00
水果,甜瓜类,玉菇,2.2,2.35,2.5,奶香蜜,,斤,2022-08-25 00:00:00
水果,甜瓜类,网纹,4.0,4.5,5.0,,,斤,2022-08-25 00:00:00
水果,甜瓜类,久红瑞,2.6,2.75,2.9,,,斤,2022-08-25 00:00:00
水果,甜瓜类,羊角蜜,1.5,2.5,3.5,六一,,斤,2022-08-25 00:00:00
水果,甜瓜类,西州蜜,1.5,1.85,2.2,,,斤,2022-08-25 00:00:00
水果,甜瓜类,白糖罐,1.8,2.1,2.4,24号,,斤,2022-08-25 00:00:00
水果,甜瓜类,花蕾甜瓜,2.5,3.0,3.5,,,斤,2022-08-25 00:00:00
水果,甜瓜类,绿宝甜瓜,2.5,3.0,3.5,,,斤,2022-08-25 00:00:00
水果,甜瓜类,八里香,2.2,2.35,2.5,,,斤,2022-08-25 00:00:00
水果,甜瓜类,博阳,1.4,2.3,3.2,系列,,斤,2022-08-25 00:00:00
水果,苹果类,富士,3.0,3.4,3.8,纸袋Φ70-84,,斤,2022-08-25 00:00:00
水果,苹果类,富士,5.0,5.5,6.0,纸袋Φ85以上,,斤,2022-08-25 00:00:00
水果,苹果类,黄元帅,3.0,3.75,4.5,,,斤,2022-08-25 00:00:00
水果,苹果类,嘎啦,3.3,3.8,4.3,纸袋,,斤,2022-08-25 00:00:00
水果,苹果类,嘎啦,2.0,2.75,3.5,光果,,斤,2022-08-25 00:00:00
水果,苹果类,美八,2.3,2.65,3.0,,,斤,2022-08-25 00:00:00
水果,苹果类,青苹果,2.0,2.4,2.8,,,斤,2022-08-25 00:00:00
水果,葡萄类,阳光玫瑰,6.0,12.0,18.0,,,斤,2022-08-25 00:00:00
水果,葡萄类,玫瑰香,3.5,4.75,6.0,,,斤,2022-08-25 00:00:00
水果,葡萄类,克伦生,7.0,8.0,9.0,,,斤,2022-08-25 00:00:00
水果,葡萄类,郁金香,5.0,6.0,7.0,茉莉香,,斤,2022-08-25 00:00:00
水果,葡萄类,美人指,7.0,8.0,9.0,,,斤,2022-08-25 00:00:00
水果,葡萄类,红提,5.0,6.0,7.0,,,斤,2022-08-25 00:00:00
水果,葡萄类,黑提,4.5,5.75,7.0,夏黑,,斤,2022-08-25 00:00:00
水果,葡萄类,青提,3.5,4.25,5.0,维多利亚,,斤,2022-08-25 00:00:00
水果,葡萄类,巨峰,2.5,4.25,6.0,,,斤,2022-08-25 00:00:00
水果,葡萄类,新疆无核,4.5,5.25,6.0,,,斤,2022-08-25 00:00:00
水果,葡萄类,紫甜,5.0,5.5,6.0,,,斤,2022-08-25 00:00:00
水果,芒果类,小台农,6.5,6.75,7.0,生,,斤,2022-08-25 00:00:00
水果,芒果类,鹰嘴芒果,6.0,6.25,6.5,,,斤,2022-08-25 00:00:00
水果,芒果类,青皮芒果,5.5,6.0,6.5,,,斤,2022-08-25 00:00:00
水果,芒果类,象牙芒果,4.5,5.0,5.5,,,斤,2022-08-25 00:00:00
水果,芒果类,凯特,4.0,4.75,5.5,,,斤,2022-08-25 00:00:00
水果,芒果类,热龙,6.5,7.0,7.5,,,斤,2022-08-25 00:00:00
水果,芒果类,澳芒,6.0,7.0,8.0,新世纪\肯特,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,白条猪,14.5,14.5,14.5,瘦,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,白条猪,13.0,13.0,13.0,肥,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,前臀尖,13.0,13.5,14.0,瘦,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,前臀尖,12.0,12.5,13.0,肥,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,后臀尖,13.0,13.25,13.5,瘦,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,后臀尖,12.0,12.5,13.0,肥,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,五花肉,16.0,16.5,17.0,瘦,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,五花肉,15.0,15.5,16.0,肥,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,五花头,12.0,12.75,13.5,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,纯通脊,16.0,16.25,16.5,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,通脊,12.0,12.75,13.5,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,小里脊,16.0,16.5,17.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,梅花肉,15.5,16.0,16.5,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,纯瘦肉,13.5,13.75,14.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,护心肉,17.0,17.0,17.0,鲜,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,前肘,11.5,12.25,13.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,后肘（带骨）,8.5,9.25,10.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,后肘（去骨）,11.5,12.0,12.5,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,猪尾巴,40.0,42.5,45.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,猪蹄,22.0,22.5,23.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,纯排骨,26.0,26.5,27.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,纯腔骨,8.5,9.75,11.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,腔排骨,16.5,17.0,17.5,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,梅花骨,12.0,12.5,13.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,棒骨,9.0,10.0,11.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,猪头,11.5,11.5,11.5,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,猪口条,17.5,17.5,17.5,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,猪耳,27.0,27.5,28.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,猪脑,25.0,26.5,28.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,猪肚,24.0,25.0,26.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,猪板油,7.0,7.5,8.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,肥膘肉,6.0,6.5,7.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,猪腰子,28.0,28.0,28.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,猪心,11.0,11.0,11.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,猪肝,7.0,7.0,7.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,猪肺,4.0,4.0,4.0,,,个,2022-08-25 00:00:00
肉禽蛋,猪肉类,猪皮,4.0,5.0,6.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,猪肠头,20.0,20.0,20.0,,,斤,2022-08-25 00:00:00
肉禽蛋,猪肉类,猪肠,19.0,19.0,19.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,整牛,32.75,32.75,32.75,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛前腱,37.0,37.5,38.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛后腱,37.0,37.5,38.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛前腿,34.0,34.0,34.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛后腿,35.0,35.0,35.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛腰窝,34.0,34.5,35.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,肥牛,30.0,32.5,35.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛柳,37.0,37.0,37.0,里脊,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,精牛柳,39.0,39.5,40.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛腩,34.0,34.5,35.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛林,34.0,34.5,35.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛油,5.0,5.0,5.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛金钱腱,50.0,50.0,50.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛筋头巴脑,30.0,30.0,30.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛宝,18.0,18.0,18.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛鞭,55.0,57.5,60.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛油,5.0,5.0,5.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛心,13.0,13.0,13.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛舌,45.0,45.0,45.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛骨,4.5,4.5,4.5,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛排骨,30.0,31.0,32.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛蹄筋,28.0,28.0,28.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛板筋,35.0,35.0,35.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛心管,55.0,55.0,55.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛肚,18.0,19.0,20.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛腰子,15.0,15.0,15.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛尾,30.0,31.0,32.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛百叶,45.0,45.0,45.0,,,斤,2022-08-25 00:00:00
肉禽蛋,牛肉类,牛上脑,34.0,34.0,34.0,,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,整羊,25.5,25.5,25.5,,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,去骨羊前腿,33.0,33.5,34.0,,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,去骨羊后腿,35.0,35.5,36.0,,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊腰窝,32.0,32.5,33.0,,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊肉片,32.0,35.0,38.0,,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊腰子,15.0,15.0,15.0,挂油,,个,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊蝎子,14.0,14.5,15.0,普通,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊蝎子,24.0,25.0,26.0,精品,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊排骨,26.0,26.5,27.0,,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊尾巴油,7.0,7.5,8.0,,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊小腿,22.0,22.0,22.0,羊棒,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊腱子肉,36.0,36.0,36.0,,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊蹄,16.0,16.0,16.0,水褪,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊肝,6.0,6.5,7.0,,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊心,15.0,15.5,16.0,,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊肠,13.0,13.0,13.0,,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊肚,17.0,17.5,18.0,,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊上脑,34.0,34.5,35.0,,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊骨头,10.0,10.0,10.0,,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊腩,25.0,25.5,26.0,,,斤,2022-08-25 00:00:00
肉禽蛋,羊肉类,羊里脊,33.0,33.5,34.0,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,淘汰鸡,11.5,11.5,11.5,干净膛,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,淘汰鸡,10.5,10.75,11.0,净膛,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,仔鸡,8.5,8.65,8.8,净膛,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,肉鸡,7.5,7.65,7.8,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸡胸,7.5,7.65,7.8,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸡翅,12.0,12.0,12.0,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸡翅尖,7.5,7.5,7.5,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸡翅中,24.0,24.0,24.0,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸡翅根,9.0,9.0,9.0,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸡边腿,7.0,7.1,7.2,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸡排腿,8.0,8.1,8.2,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸡琵琶腿,8.5,8.5,8.5,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸡胗,15.0,16.5,18.0,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸡爪,23.0,23.0,23.0,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸡心,6.3,6.4,6.5,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸡肝,3.0,3.0,3.0,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,去皮,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸡头,3.0,3.25,3.5,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸡油,5.5,5.5,5.5,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸡架子,3.5,3.5,3.5,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,白条乌鸡,12.0,12.0,12.0,净膛,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,黑爪公鸡,14.0,14.25,14.5,净膛,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,白条湖鸭,7.5,7.5,7.5,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸭腿,7.0,7.0,7.0,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,箱鸡蛋,242.0,244.5,247.0,,,箱,2022-08-25 00:00:00
肉禽蛋,禽蛋类,箱鸡蛋,5.5,5.56,5.61,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,散鸡蛋,5.9,5.9,5.9,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,生鸭蛋,8.0,8.25,8.5,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,熟鸭蛋,8.3,8.8,9.3,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,松花蛋,7.0,8.0,9.0,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鹅蛋,14.0,15.0,16.0,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鹌鹑蛋,8.5,8.75,9.0,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,柴鸡蛋,5.6,7.1,8.6,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,乌鸡蛋,8.0,8.25,8.5,,,斤,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸵鸟蛋,80.0,85.0,90.0,,,个,2022-08-25 00:00:00
肉禽蛋,禽蛋类,鸽子蛋,3.3,3.3,3.3,,,个,2022-08-25 00:00:00
水产,淡水鱼,鲤鱼,6.0,6.25,6.5,750g-1000g,,斤,2022-08-25 00:00:00
水产,淡水鱼,鲤鱼,6.0,6.25,6.5,>1000g,,斤,2022-08-25 00:00:00
水产,淡水鱼,草鱼,8.0,8.25,8.5,750g-1000g,,斤,2022-08-25 00:00:00
水产,淡水鱼,草鱼,8.0,8.25,8.5,1500g左右,,斤,2022-08-25 00:00:00
水产,淡水鱼,鲫鱼,10.0,10.5,11.0,100g-150g,,斤,2022-08-25 00:00:00
水产,淡水鱼,鲫鱼,11.0,11.25,11.5,200g-250g,,斤,2022-08-25 00:00:00
水产,淡水鱼,鲫鱼,12.0,12.0,12.0,350g-400g,,斤,2022-08-25 00:00:00
水产,淡水鱼,胖头鱼,10.0,10.5,11.0,>2000g,,斤,2022-08-25 00:00:00
水产,淡水鱼,胖头鱼,9.0,9.5,10.0,<2000g,,斤,2022-08-25 00:00:00
水产,淡水鱼,武昌鱼,13.0,13.0,13.0,700g左右,,斤,2022-08-25 00:00:00
水产,淡水鱼,鲢鱼,4.0,4.5,5.0,>1500g,,斤,2022-08-25 00:00:00
水产,淡水鱼,鲢鱼,3.5,3.75,4.0,1000-1500g,,斤,2022-08-25 00:00:00
水产,淡水鱼,鲶鱼,6.0,6.0,6.0,养殖,,斤,2022-08-25 00:00:00
水产,淡水鱼,松花鱼,13.0,13.0,13.0,养殖,,斤,2022-08-25 00:00:00
水产,淡水鱼,黑鱼,11.5,12.5,13.5,<1500g,,斤,2022-08-25 00:00:00
水产,淡水鱼,黑鱼,15.0,15.0,15.0,>1500g,,斤,2022-08-25 00:00:00
水产,淡水鱼,黄鳝,30.0,30.0,30.0,50g-100g,,斤,2022-08-25 00:00:00
水产,淡水鱼,黄鳝,43.0,44.0,45.0,100g-200g,,斤,2022-08-25 00:00:00
水产,淡水鱼,罗非鱼,11.0,11.5,12.0,活,,斤,2022-08-25 00:00:00
水产,淡水鱼,虹鳟鱼,25.0,25.0,25.0,活,,斤,2022-08-25 00:00:00
水产,淡水鱼,鲟鱼,16.0,16.0,16.0,活,,斤,2022-08-25 00:00:00
水产,淡水鱼,青鱼,12.0,12.5,13.0,活,,斤,2022-08-25 00:00:00
水产,淡水鱼,桂鱼,75.0,75.0,75.0,标桂,,斤,2022-08-25 00:00:00
水产,淡水鱼,嘎鱼,23.0,23.0,23.0,>100g,,斤,2022-08-25 00:00:00
水产,淡水鱼,嘎鱼,20.0,20.0,20.0,<100g,,斤,2022-08-25 00:00:00
水产,淡水鱼,淡水鲈鱼,25.0,25.5,26.0,活,,斤,2022-08-25 00:00:00
水产,淡水鱼,泥鳅,12.0,15.0,18.0,活,,斤,2022-08-25 00:00:00
水产,淡水鱼,清江鱼,13.0,13.5,14.0,活,,斤,2022-08-25 00:00:00
水产,海水鱼,鲐鲅,4.0,5.0,6.0,<300g/冻,,斤,2022-08-25 00:00:00
水产,海水鱼,小黄花鱼,6.0,7.0,8.0,冻,,斤,2022-08-25 00:00:00
水产,海水鱼,多宝鱼,26.0,26.5,27.0,活,,斤,2022-08-25 00:00:00
水产,海水鱼,鳕鱼,7.0,7.5,8.0,冻,,斤,2022-08-25 00:00:00
水产,海水鱼,带鱼,6.0,6.5,7.0,100g-200g/冻,国产,斤,2022-08-25 00:00:00
水产,海水鱼,带鱼,11.0,11.5,12.0,300g-500g/冻,国产,斤,2022-08-25 00:00:00
水产,海水鱼,带鱼,14.0,14.5,15.0,500g-700g/冻,国产,斤,2022-08-25 00:00:00
水产,海水鱼,黄花鱼,16.0,16.0,16.0,250g左右/鲜,国产,斤,2022-08-25 00:00:00
水产,海水鱼,黄花鱼,20.0,20.0,20.0,500g左右/鲜,国产,斤,2022-08-25 00:00:00
水产,海水鱼,黄花鱼,21.0,21.0,21.0,750g左右/鲜,国产,斤,2022-08-25 00:00:00
水产,海水鱼,平鱼,8.0,9.0,10.0,80-100g/冻,国产,斤,2022-08-25 00:00:00
水产,海水鱼,平鱼,14.0,15.0,16.0,120-130g/冻,国产,斤,2022-08-25 00:00:00
水产,海水鱼,平鱼,23.0,24.0,25.0,150-200g/冻,国产,斤,2022-08-25 00:00:00
水产,海水鱼,平鱼,38.0,39.0,40.0,250-300g/冻,国产,斤,2022-08-25 00:00:00
水产,海水鱼,鱿鱼,15.0,15.0,15.0,带头,,斤,2022-08-25 00:00:00
水产,海水鱼,鱿鱼,20.0,20.0,20.0,去头,,斤,2022-08-25 00:00:00
水产,海水鱼,海鲈鱼,15.0,15.0,15.0,鲜,,斤,2022-08-25 00:00:00
水产,海水鱼,墨鱼,22.0,22.5,23.0,鲜,,斤,2022-08-25 00:00:00
水产,海水鱼,金鲳鱼,17.0,17.0,17.0,400g-500g,,斤,2022-08-25 00:00:00
水产,海水鱼,金鲳鱼,17.5,17.5,17.5,500g-650g,,斤,2022-08-25 00:00:00
水产,虾蟹类,白虾,17.0,18.0,19.0,鲜,,斤,2022-08-25 00:00:00
水产,虾蟹类,白虾（笼装）,31.0,31.0,31.0,21-24头,,斤,2022-08-25 00:00:00
水产,虾蟹类,白虾（笼装）,28.0,29.0,30.0,26-30头,,斤,2022-08-25 00:00:00
水产,虾蟹类,琵琶虾,35.0,47.5,60.0,活,,斤,2022-08-25 00:00:00
水产,虾蟹类,基围虾,140.0,145.0,150.0,40-50头活,,斤,2022-08-25 00:00:00
水产,虾蟹类,罗氏虾,40.0,42.5,45.0,活,,斤,2022-08-25 00:00:00
水产,虾蟹类,波士顿青龙虾,120.0,140.0,160.0,活,,斤,2022-08-25 00:00:00
水产,虾蟹类,小龙虾,28.0,34.0,40.0,活,,斤,2022-08-25 00:00:00
水产,虾蟹类,小青龙虾,160.0,162.5,165.0,活,,斤,2022-08-25 00:00:00
水产,虾蟹类,公河蟹,40.0,42.5,45.0,100g左右,,斤,2022-08-25 00:00:00
水产,虾蟹类,母河蟹,30.0,32.5,35.0,65g左右,,斤,2022-08-25 00:00:00
水产,虾蟹类,母河蟹,40.0,42.5,45.0,80g左右,,斤,2022-08-25 00:00:00
水产,虾蟹类,母梭子蟹,35.0,45.0,55.0,250g左右,,斤,2022-08-25 00:00:00
水产,虾蟹类,公梭子蟹,30.0,40.0,50.0,250g左右,,斤,2022-08-25 00:00:00
水产,虾蟹类,兰花蟹,100.0,105.0,110.0,活,,斤,2022-08-25 00:00:00
水产,虾蟹类,皇帝蟹,260.0,265.0,270.0,活,,斤,2022-08-25 00:00:00
水产,虾蟹类,面包蟹,100.0,110.0,120.0,活,,斤,2022-08-25 00:00:00
水产,贝壳类,鲍鱼,10.0,11.0,12.0,6-7头,,个,2022-08-25 00:00:00
水产,贝壳类,鲍鱼,7.0,7.5,8.0,8-9头,,个,2022-08-25 00:00:00
水产,贝壳类,鲍鱼,5.0,5.0,5.0,10-12头,,个,2022-08-25 00:00:00
水产,贝壳类,扇贝,42.0,43.5,45.0,>16cm/活,,斤,2022-08-25 00:00:00
水产,贝壳类,扇贝,30.0,30.0,30.0,10-12cm/活,,斤,2022-08-25 00:00:00
水产,贝壳类,扇贝,28.0,28.0,28.0,7-9cm/活,,斤,2022-08-25 00:00:00
水产,贝壳类,小红扇贝,6.0,7.0,8.0,活,,斤,2022-08-25 00:00:00
水产,贝壳类,钉螺,9.0,10.0,11.0,活,,斤,2022-08-25 00:00:00
水产,贝壳类,海螺,18.0,19.5,21.0,活（小）,,斤,2022-08-25 00:00:00
水产,贝壳类,海螺,25.0,26.5,28.0,活（中）,,斤,2022-08-25 00:00:00
水产,贝壳类,海螺,38.0,40.0,42.0,活（大）,,斤,2022-08-25 00:00:00
水产,贝壳类,蛏子,14.0,15.0,16.0,活,,斤,2022-08-25 00:00:00
水产,贝壳类,海虹,7.0,7.0,7.0,活,,斤,2022-08-25 00:00:00
水产,贝壳类,带子,16.0,17.0,18.0,活,,斤,2022-08-25 00:00:00
水产,贝壳类,生蚝,11.0,11.0,11.0,150g,,斤,2022-08-25 00:00:00
水产,贝壳类,生蚝,12.0,12.0,12.0,200g,,斤,2022-08-25 00:00:00
水产,贝壳类,黄蚬子,30.0,32.5,35.0,活,,斤,2022-08-25 00:00:00
水产,贝壳类,文蛤,12.0,12.0,12.0,活,,斤,2022-08-25 00:00:00
水产,贝壳类,白蛤,8.0,8.0,8.0,活,,斤,2022-08-25 00:00:00
水产,贝壳类,青蛤,13.0,13.5,14.0,活,,斤,2022-08-25 00:00:00
水产,贝壳类,花蛤,6.0,6.5,7.0,活,,斤,2022-08-25 00:00:00
水产,贝壳类,花蛤,8.0,8.5,9.0,活（无沙）,,斤,2022-08-25 00:00:00
水产,贝壳类,毛钳,7.0,7.5,8.0,,,斤,2022-08-25 00:00:00
水产,贝壳类,田螺,3.5,3.65,3.8,去尾,,斤,2022-08-25 00:00:00
水产,贝壳类,猫眼螺,20.0,22.0,24.0,活,,斤,2022-08-25 00:00:00
水产,其他类,甲鱼,48.0,48.0,48.0,仿野生,,斤,2022-08-25 00:00:00
水产,其他类,甲鱼,22.0,22.0,22.0,养殖,,斤,2022-08-25 00:00:00
水产,其他类,蚕蛹,44.0,44.0,44.0,活,,斤,2022-08-25 00:00:00
水产,其他类,牛蛙,18.0,18.5,19.0,活,,斤,2022-08-25 00:00:00
水产,其他类,海蜇头,6.0,7.5,9.0,腌渍,,斤,2022-08-25 00:00:00
水产,其他类,海蜇皮,10.0,10.0,10.0,腌渍,,斤,2022-08-25 00:00:00
水产,其他类,海蜇丝,6.0,6.5,7.0,腌渍,,斤,2022-08-25 00:00:00
豆制品,,北豆腐,1.8,1.9,2.0,屉,,斤,2022-08-25 00:00:00
豆制品,,南豆腐,1.6,1.7,1.8,屉,,斤,2022-08-25 00:00:00
豆制品,,白玉北豆腐,3.8,3.8,3.8,,,盒,2022-08-25 00:00:00
豆制品,,香香北豆腐,3.0,3.0,3.0,,,盒,2022-08-25 00:00:00
